"departure","arrival","distance_km"
"2546X","2541R",2
"2546R","2541R",1.8
"2546B","2541R",1.9
"2542E","2541R",1.2
"2542J","2541R",1.6
"2542L","2541R",1.8
"2546A","2541R",1.7
"2545L","2541R",0.6
"2545E","2541R",1.6
"2544R","2541R",2.1
"2541V","2541R",1
"2543G","2541R",1.9
"2542T","2541R",0.7
"2544T","2541R",1.7
"2544K","2541R",1.6
"2543E","2541R",2
"2543C","2541R",1.8
"2546E","2541R",1.8
"2542C","2541R",1
"2545C","2541R",1.8
"2542B","2541R",1.1
"2542W","2541R",1.6
"2546S","2541R",1.8
"2545V","2541R",1.2
"2546T","2541R",1.8
"2544J","2541R",1.6
"2545X","2541R",1.2
"2542P","2541R",1.2
"2543B","2541R",1.4
"2545R","2541R",0.7
"2544B","2541R",1.3
"2543R","2541R",1
"2542A","2541R",0.7
"2545P","2541R",0.6
"2541X","2541R",1.3
"2545J","2541R",0.9
"2541T","2541R",0.4
"2544D","2541R",2.1
"2544A","2541R",1.4
"2544C","2541R",1.9
"2542N","2541R",1.8
"2544W","2541R",1.6
"2543S","2541R",1.1
"2543X","2541R",1.9
"2545K","2541R",0.9
"2545A","2541R",1.7
"2545T","2541R",0.7
"2544V","2541R",1.5
"2545H","2541R",0.1
"2544X","2541R",1.6
"2543T","2541R",1.2
"2543A","2541R",1.2
"2545W","2541R",1.2
"2545G","2541R",0.8
"2545A","2541S",1.5
"2542X","2541S",1.8
"2545C","2541S",1.6
"2544J","2541S",1.5
"2542P","2541S",1.3
"2542W","2541S",1.7
"2544S","2541S",2
"2543B","2541S",1.3
"2545E","2541S",1.4
"2545T","2541S",0.5
"2543A","2541S",1.1
"2545L","2541S",0.4
"2545V","2541S",1
"2542L","2541S",1.8
"2544A","2541S",1.2
"2542R","2541S",0.7
"2545S","2541S",0.6
"2544G","2541S",1.4
"2544N","2541S",2.6
"2543T","2541S",1.2
"2544H","2541S",1.3
"2544R","2541S",2.1
"2544D","2541S",2
"2542V","2541S",1.2
"2544E","2541S",2
"2544T","2541S",1.6
"2542H","2541S",1.3
"2546A","2541S",1.5
"2546T","2541S",1.7
"2542N","2541S",1.9
"2545B","2541S",0.3
"2545X","2541S",1
"2545D","2541S",0.6
"2545H","2541S",0.2
"2543X","2541S",1.8
"2546R","2541S",1.6
"2546V","2541S",1.7
"2543R","2541S",0.9
"2542J","2541S",1.6
"2545K","2541S",0.7
"2545J","2541S",0.7
"2545N","2541S",0.4
"2542G","2541S",1.4
"2545P","2541S",0.5
"2544P","2541S",2.6
"2541T","2541S",0.2
"2541V","2541S",0.8
"2544X","2541S",1.5
"2542K","2541S",1.4
"2543V","2541S",1.4
"2545W","2541S",1
"2542B","2541S",1.1
"2544V","2541S",1.3
"2544C","2541S",1.8
"2543E","2541S",2
"2542C","2541S",1
"2545R","2541S",0.5
"2546X","2541S",1.8
"2544B","2541S",1.1
"2541X","2541S",1.1
"2545G","2541S",0.6
"2544L","2541S",2.2
"2542E","2541S",1.3
"2546E","2541S",1.6
"2546C","2541S",1.4
"2544M","2541S",2
"2542A","2541S",0.7
"2544W","2541S",1.5
"2544K","2541S",1.5
"2546S","2541S",1.6
"2543C","2541S",1.7
"2543G","2541S",1.9
"2546B","2541S",1.7
"2542T","2541S",0.8
"2543S","2541S",1
"2545S","2541T",0.5
"2544X","2541T",1.4
"2542V","2541T",1.4
"2544L","2541T",2.3
"2542A","2541T",0.9
"2542X","2541T",2
"2544N","2541T",2.7
"2543G","2541T",2
"2544W","2541T",1.5
"2545R","2541T",0.3
"2542L","2541T",2
"2545B","2541T",0.4
"2544P","2541T",2.7
"2544B","2541T",1
"2546B","2541T",1.5
"2545H","2541T",0.4
"2543X","2541T",1.9
"2542E","2541T",1.4
"2546A","2541T",1.3
"2542C","2541T",1.2
"2545P","2541T",0.3
"2545L","2541T",0.3
"2544G","2541T",1.4
"2546V","2541T",1.5
"2544D","2541T",1.9
"2544E","2541T",2
"2542B","2541T",1.3
"2543S","2541T",1.1
"2543B","2541T",1.4
"2545T","2541T",0.5
"2544A","2541T",1.1
"2542R","2541T",0.9
"2541X","2541T",0.9
"2546X","2541T",1.6
"2545K","2541T",0.6
"2544C","2541T",1.8
"2544H","2541T",1.3
"2543T","2541T",1.3
"2545N","2541T",0.2
"2544R","2541T",2.1
"2545C","2541T",1.4
"2546E","2541T",1.4
"2544K","2541T",1.5
"2544M","2541T",2.1
"2545J","2541T",0.6
"2542N","2541T",2
"2542G","2541T",1.6
"2545X","2541T",0.9
"2546S","2541T",1.4
"2545D","2541T",0.6
"2542H","2541T",1.5
"2542W","2541T",1.8
"2546C","2541T",1.2
"2543V","2541T",1.5
"2542P","2541T",1.5
"2546R","2541T",1.4
"2545A","2541T",1.3
"2545V","2541T",0.8
"2545W","2541T",0.8
"2545G","2541T",0.4
"2544J","2541T",1.4
"2541V","2541T",0.6
"2543A","2541T",1.1
"2545E","2541T",1.3
"2543R","2541T",1
"2542J","2541T",1.7
"2544S","2541T",2
"2542K","2541T",1.6
"2543C","2541T",1.8
"2544T","2541T",1.7
"2543E","2541T",2.1
"2546T","2541T",1.4
"2544V","2541T",1.3
"2542T","2541T",1
"2542R","2541V",1.4
"2542A","2541V",1.3
"2545A","2541V",1
"2542G","2541V",2
"2542X","2541V",2.3
"2543X","2541V",2.2
"2544H","2541V",1.3
"2543R","2541V",1.2
"2542T","2541V",1.5
"2544T","2541V",1.7
"2542P","2541V",1.9
"2544L","2541V",2.5
"2545E","2541V",0.9
"2543T","2541V",1.6
"2542C","2541V",1.6
"2544W","2541V",1.4
"2543G","2541V",2.3
"2544V","2541V",1.4
"2545P","2541V",0.3
"2544N","2541V",2.9
"2544A","2541V",0.8
"2543E","2541V",2.3
"2542W","2541V",2.2
"2545W","2541V",0.5
"2544B","2541V",0.7
"2545R","2541V",0.5
"2544M","2541V",2.2
"2544R","2541V",2.3
"2543S","2541V",1.5
"2544S","2541V",2.1
"2545B","2541V",0.9
"2544E","2541V",2
"2544D","2541V",1.8
"2544X","2541V",1.3
"2543A","2541V",1.3
"2545K","2541V",0.6
"2542E","2541V",1.9
"2543V","2541V",1.8
"2542J","2541V",2
"2545H","2541V",0.9
"2546C","2541V",0.6
"2545S","2541V",0.6
"2546B","2541V",0.9
"2544J","2541V",1.5
"2546S","2541V",0.8
"2545C","2541V",1
"2546E","2541V",0.9
"2546A","2541V",0.7
"2545D","2541V",0.9
"2545J","2541V",0.3
"2543C","2541V",2.1
"2542V","2541V",1.8
"2544C","2541V",1.7
"2545N","2541V",0.4
"2544P","2541V",3
"2546V","2541V",0.9
"2545V","2541V",0.7
"2542B","2541V",1.7
"2545L","2541V",0.5
"2542H","2541V",2
"2544G","2541V",1.6
"2544K","2541V",1.6
"2541X","2541V",0.4
"2545T","2541V",0.6
"2542K","2541V",1.9
"2545G","2541V",0.3
"2546X","2541V",1
"2543B","2541V",1.6
"2546R","2541V",0.9
"2545X","2541V",0.7
"2546T","2541V",0.9
"2542L","2541V",2.4
"2542N","2541V",2.4
"2542X","2541X",2.5
"2542E","2541X",2.1
"2544N","2541X",3
"2543C","2541X",2.1
"2544J","2541X",1.5
"2545B","2541X",1.1
"2545C","2541X",0.6
"2543S","2541X",1.6
"2542A","2541X",1.6
"2545H","2541X",1.3
"2545P","2541X",0.7
"2544C","2541X",1.7
"2546A","2541X",0.4
"2543B","2541X",1.7
"2544K","2541X",1.6
"2542P","2541X",2.1
"2545S","2541X",0.8
"2542W","2541X",2.4
"2543T","2541X",1.7
"2543R","2541X",1.4
"2542C","2541X",1.9
"2543V","2541X",1.9
"2542R","2541X",1.8
"2545J","2541X",0.4
"2543X","2541X",2.3
"2545W","2541X",0.5
"2544W","2541X",1.4
"2544X","2541X",1.2
"2545V","2541X",0.6
"2545G","2541X",0.5
"2545L","2541X",0.8
"2546E","2541X",0.5
"2546R","2541X",0.5
"2545E","2541X",0.6
"2543G","2541X",2.4
"2543E","2541X",2.4
"2542B","2541X",1.9
"2544S","2541X",2.1
"2545K","2541X",0.7
"2542L","2541X",2.6
"2544H","2541X",1.3
"2545N","2541X",0.8
"2544V","2541X",1.4
"2545R","2541X",0.7
"2545A","2541X",0.8
"2544B","2541X",0.6
"2542V","2541X",2
"2546V","2541X",0.6
"2542G","2541X",2.2
"2542J","2541X",2.1
"2544A","2541X",0.6
"2542K","2541X",2.1
"2543A","2541X",1.4
"2542H","2541X",2.2
"2544E","2541X",1.9
"2546T","2541X",0.6
"2545D","2541X",1.1
"2544D","2541X",1.6
"2544T","2541X",1.7
"2542N","2541X",2.5
"2544M","2541X",2.3
"2546C","2541X",0.3
"2546X","2541X",0.8
"2544L","2541X",2.6
"2544R","2541X",2.3
"2544P","2541X",3.1
"2546B","2541X",0.6
"2545T","2541X",0.8
"2544G","2541X",1.6
"2545X","2541X",0.7
"2542T","2541X",1.7
"2546S","2541X",0.5
"2544V","2542A",1
"2546T","2542A",2.1
"2544H","2542A",1
"2544N","2542A",2
"2544P","2542A",1.9
"2542T","2542A",0.2
"2546X","2542A",2.3
"2546B","2542A",2.1
"2542J","2542A",1
"2543R","2542A",0.5
"2544A","2542A",1.4
"2543V","2542A",0.8
"2543C","2542A",1.1
"2544L","2542A",1.5
"2546A","2542A",2
"2544E","2542A",1.7
"2545B","2542A",0.4
"2544R","2542A",1.5
"2542L","2542A",1.1
"2546R","2542A",1.9
"2542P","2542A",0.6
"2542V","2542A",0.5
"2543B","2542A",0.7
"2545A","2542A",1.6
"2545E","2542A",1.6
"2545T","2542A",0.7
"2544M","2542A",1.4
"2544D","2542A",1.7
"2542G","2542A",0.7
"2542H","2542A",0.7
"2544C","2542A",1.5
"2542B","2542A",0.4
"2543A","2542A",0.7
"2545K","2542A",0.9
"2544G","2542A",0.9
"2546E","2542A",2
"2545D","2542A",0.5
"2545G","2542A",1
"2543X","2542A",1.2
"2542K","2542A",0.7
"2542R","2542A",0.4
"2545J","2542A",1.1
"2544T","2542A",1.2
"2542C","2542A",0.3
"2545C","2542A",1.9
"2546S","2542A",2
"2545W","2542A",1.2
"2545H","2542A",0.8
"2542W","2542A",1
"2544S","2542A",1.5
"2546C","2542A",1.8
"2543E","2542A",1.3
"2544B","2542A",1.3
"2542X","2542A",1.1
"2545N","2542A",1
"2545X","2542A",1.2
"2545P","2542A",1.1
"2542E","2542A",0.6
"2543S","2542A",0.4
"2545L","2542A",0.8
"2544K","2542A",1
"2544J","2542A",1.1
"2545R","2542A",0.8
"2543T","2542A",0.6
"2545V","2542A",1.1
"2543G","2542A",1.2
"2545S","2542A",0.8
"2542N","2542A",1.2
"2546V","2542A",2.2
"2544X","2542A",1.3
"2544W","2542A",1.2
"2545A","2542B",1.7
"2544N","2542B",1.6
"2546E","2542B",2.2
"2545N","2542B",1.4
"2545C","2542B",2
"2542H","2542B",0.3
"2543E","2542B",0.9
"2546R","2542B",2.1
"2543R","2542B",0.5
"2544B","2542B",1.5
"2545P","2542B",1.5
"2544H","2542B",1
"2544W","2542B",1.1
"2542J","2542B",0.6
"2545W","2542B",1.5
"2546S","2542B",2.2
"2546B","2542B",2.4
"2544X","2542B",1.3
"2542K","2542B",0.3
"2543T","2542B",0.3
"2544G","2542B",0.7
"2543X","2542B",0.8
"2545X","2542B",1.3
"2544S","2542B",1.2
"2544M","2542B",1.1
"2542C","2542B",0.2
"2545K","2542B",1.2
"2543S","2542B",0.3
"2546A","2542B",2.3
"2545T","2542B",1
"2546T","2542B",2.4
"2544A","2542B",1.6
"2544P","2542B",1.4
"2544J","2542B",1
"2544D","2542B",1.6
"2546X","2542B",2.6
"2545D","2542B",0.8
"2542P","2542B",0.3
"2545J","2542B",1.4
"2542W","2542B",0.6
"2545V","2542B",1.3
"2544K","2542B",0.9
"2542R","2542B",0.8
"2546C","2542B",2.1
"2544L","2542B",1.1
"2544T","2542B",1
"2544E","2542B",1.5
"2545L","2542B",1.2
"2545B","2542B",0.8
"2542E","2542B",0.2
"2544V","2542B",1
"2543G","2542B",0.8
"2542X","2542B",0.7
"2542N","2542B",0.7
"2545G","2542B",1.4
"2545H","2542B",1.3
"2542T","2542B",0.4
"2546V","2542B",2.5
"2545R","2542B",1.2
"2545E","2542B",1.8
"2544C","2542B",1.3
"2542L","2542B",0.7
"2543A","2542B",0.6
"2544R","2542B",1.2
"2543C","2542B",0.7
"2543B","2542B",0.5
"2545S","2542B",1.1
"2543V","2542B",0.5
"2542V","2542B",0.1
"2542G","2542B",0.4
"2544C","2542C",1.5
"2542J","2542C",0.8
"2542H","2542C",0.3
"2545T","2542C",1
"2544N","2542C",1.7
"2545G","2542C",1.4
"2542P","2542C",0.3
"2543R","2542C",0.6
"2545R","2542C",1.2
"2546X","2542C",2.6
"2546B","2542C",2.4
"2542T","2542C",0.3
"2543C","2542C",0.9
"2545A","2542C",1.8
"2542X","2542C",0.8
"2544W","2542C",1.3
"2544A","2542C",1.6
"2543B","2542C",0.7
"2545C","2542C",2.1
"2542R","2542C",0.6
"2544J","2542C",1.1
"2542K","2542C",0.4
"2544H","2542C",1.1
"2545X","2542C",1.4
"2542L","2542C",0.8
"2544G","2542C",0.9
"2545V","2542C",1.4
"2542W","2542C",0.6
"2542V","2542C",0.2
"2542N","2542C",0.8
"2545P","2542C",1.4
"2546E","2542C",2.3
"2545B","2542C",0.8
"2544R","2542C",1.3
"2545D","2542C",0.8
"2543S","2542C",0.4
"2542E","2542C",0.2
"2542G","2542C",0.4
"2546A","2542C",2.3
"2544M","2542C",1.3
"2543V","2542C",0.7
"2545W","2542C",1.5
"2545K","2542C",1.2
"2544X","2542C",1.4
"2544D","2542C",1.8
"2543E","2542C",1.1
"2544S","2542C",1.3
"2545N","2542C",1.3
"2545S","2542C",1.1
"2544T","2542C",1.2
"2545J","2542C",1.4
"2545H","2542C",1.1
"2546R","2542C",2.2
"2545L","2542C",1.1
"2545E","2542C",1.8
"2543X","2542C",1
"2544K","2542C",1.1
"2546V","2542C",2.5
"2546C","2542C",2.1
"2544B","2542C",1.6
"2543A","2542C",0.8
"2546T","2542C",2.5
"2544P","2542C",1.5
"2544L","2542C",1.2
"2544E","2542C",1.6
"2543T","2542C",0.5
"2544V","2542C",1.1
"2546S","2542C",2.3
"2543G","2542C",0.9
"2545D","2542E",1
"2545C","2542E",2.3
"2542J","2542E",0.7
"2543G","2542E",0.8
"2545E","2542E",2
"2544K","2542E",1.1
"2545R","2542E",1.4
"2545B","2542E",1
"2544G","2542E",0.9
"2544T","2542E",1.2
"2545G","2542E",1.6
"2543A","2542E",0.9
"2546B","2542E",2.6
"2545P","2542E",1.7
"2544E","2542E",1.7
"2545J","2542E",1.7
"2542G","2542E",0.1
"2542W","2542E",0.4
"2542R","2542E",0.8
"2546A","2542E",2.5
"2544J","2542E",1.2
"2544P","2542E",1.3
"2543R","2542E",0.8
"2546X","2542E",2.9
"2545S","2542E",1.3
"2545N","2542E",1.6
"2542X","2542E",0.6
"2542K","2542E",0.3
"2544D","2542E",1.8
"2545W","2542E",1.7
"2542T","2542E",0.5
"2544H","2542E",1.2
"2544C","2542E",1.5
"2544X","2542E",1.5
"2542H","2542E",0.1
"2545L","2542E",1.4
"2542N","2542E",0.6
"2546S","2542E",2.5
"2544N","2542E",1.5
"2544S","2542E",1.3
"2545X","2542E",1.6
"2545T","2542E",1.3
"2545H","2542E",1.4
"2544L","2542E",1.1
"2544B","2542E",1.7
"2544W","2542E",1.4
"2542V","2542E",0.1
"2545V","2542E",1.6
"2543S","2542E",0.5
"2543B","2542E",0.7
"2543T","2542E",0.5
"2544V","2542E",1.2
"2543C","2542E",0.8
"2544M","2542E",1.2
"2546R","2542E",2.4
"2545K","2542E",1.4
"2544R","2542E",1.3
"2543X","2542E",0.8
"2546V","2542E",2.7
"2542L","2542E",0.5
"2543V","2542E",0.7
"2544A","2542E",1.8
"2542P","2542E",0.1
"2546C","2542E",2.4
"2545A","2542E",1.9
"2546E","2542E",2.5
"2546T","2542E",2.7
"2543E","2542E",0.9
"2542V","2542G",0.2
"2545H","2542G",1.5
"2543A","2542G",1
"2544P","2542G",1.2
"2543T","2542G",0.6
"2544K","2542G",1.2
"2542R","2542G",0.9
"2546B","2542G",2.8
"2544N","2542G",1.5
"2545G","2542G",1.7
"2545A","2542G",2
"2544D","2542G",1.9
"2546X","2542G",3
"2546C","2542G",2.5
"2545B","2542G",1.2
"2544V","2542G",1.3
"2545W","2542G",1.8
"2544S","2542G",1.3
"2545R","2542G",1.5
"2543E","2542G",0.9
"2543R","2542G",0.9
"2543S","2542G",0.6
"2545L","2542G",1.5
"2545E","2542G",2.1
"2542W","2542G",0.3
"2545S","2542G",1.5
"2545D","2542G",1.1
"2545N","2542G",1.7
"2545J","2542G",1.8
"2544G","2542G",1
"2542H","2542G",0.1
"2544A","2542G",1.9
"2546T","2542G",2.8
"2544E","2542G",1.7
"2544X","2542G",1.6
"2544H","2542G",1.3
"2542K","2542G",0.3
"2543G","2542G",0.7
"2543V","2542G",0.7
"2542N","2542G",0.5
"2545P","2542G",1.8
"2545C","2542G",2.4
"2542T","2542G",0.6
"2546E","2542G",2.6
"2544W","2542G",1.5
"2543C","2542G",0.8
"2544L","2542G",1
"2544C","2542G",1.6
"2546V","2542G",2.8
"2544B","2542G",1.9
"2542L","2542G",0.4
"2544J","2542G",1.3
"2546R","2542G",2.5
"2546S","2542G",2.6
"2544T","2542G",1.2
"2545K","2542G",1.5
"2542P","2542G",0.1
"2545V","2542G",1.7
"2544R","2542G",1.3
"2543X","2542G",0.8
"2545T","2542G",1.4
"2546A","2542G",2.6
"2545X","2542G",1.7
"2542J","2542G",0.7
"2542X","2542G",0.5
"2543B","2542G",0.8
"2544M","2542G",1.2
"2542T","2542H",0.6
"2542J","2542H",0.8
"2542R","2542H",0.8
"2544X","2542H",1.6
"2544K","2542H",1.2
"2544M","2542H",1.2
"2545X","2542H",1.7
"2543V","2542H",0.7
"2546C","2542H",2.4
"2546B","2542H",2.7
"2544V","2542H",1.3
"2543A","2542H",1
"2542N","2542H",0.6
"2544B","2542H",1.8
"2546A","2542H",2.6
"2543S","2542H",0.6
"2545T","2542H",1.4
"2544C","2542H",1.6
"2542P","2542H",0.1
"2543G","2542H",0.8
"2544D","2542H",1.9
"2545V","2542H",1.7
"2545R","2542H",1.5
"2545N","2542H",1.6
"2544G","2542H",1
"2542W","2542H",0.4
"2545B","2542H",1.1
"2543E","2542H",1
"2543B","2542H",0.8
"2545H","2542H",1.4
"2546S","2542H",2.6
"2544S","2542H",1.4
"2542L","2542H",0.5
"2543X","2542H",0.9
"2544H","2542H",1.3
"2544L","2542H",1.1
"2545P","2542H",1.8
"2544J","2542H",1.3
"2545D","2542H",1.1
"2543T","2542H",0.6
"2544E","2542H",1.7
"2542V","2542H",0.2
"2545K","2542H",1.5
"2545G","2542H",1.7
"2546R","2542H",2.5
"2546T","2542H",2.8
"2545J","2542H",1.7
"2543C","2542H",0.9
"2545L","2542H",1.5
"2544N","2542H",1.5
"2542K","2542H",0.3
"2545C","2542H",2.4
"2546E","2542H",2.6
"2545A","2542H",2
"2544P","2542H",1.3
"2545W","2542H",1.8
"2545E","2542H",2.1
"2542X","2542H",0.6
"2544W","2542H",1.5
"2545S","2542H",1.4
"2546X","2542H",2.9
"2546V","2542H",2.8
"2544T","2542H",1.3
"2544R","2542H",1.3
"2543R","2542H",0.9
"2544A","2542H",1.9
"2545X","2542J",1.4
"2546X","2542J",2.8
"2545L","2542J",1.5
"2543V","2542J",0.2
"2545P","2542J",1.9
"2544R","2542J",0.6
"2544T","2542J",0.6
"2544D","2542J",1.3
"2544N","2542J",1
"2545A","2542J",1.6
"2545B","2542J",1.3
"2544E","2542J",1
"2543S","2542J",0.6
"2546C","2542J",2.3
"2546A","2542J",2.5
"2545J","2542J",1.7
"2544K","2542J",0.6
"2542K","2542J",0.4
"2542L","2542J",0.8
"2543G","2542J",0.4
"2543R","2542J",0.7
"2546V","2542J",2.6
"2545R","2542J",1.5
"2544W","2542J",0.9
"2543T","2542J",0.4
"2545G","2542J",1.7
"2544H","2542J",0.8
"2542T","2542J",1
"2542P","2542J",0.8
"2545N","2542J",1.8
"2544A","2542J",1.6
"2546B","2542J",2.5
"2544S","2542J",0.6
"2543C","2542J",0.1
"2544G","2542J",0.5
"2545E","2542J",1.8
"2544J","2542J",0.7
"2543B","2542J",0.3
"2543A","2542J",0.7
"2543E","2542J",0.4
"2542X","2542J",0.6
"2545W","2542J",1.6
"2544X","2542J",1.1
"2544B","2542J",1.6
"2546R","2542J",2.2
"2544L","2542J",0.6
"2545C","2542J",2.1
"2545H","2542J",1.8
"2542R","2542J",1.4
"2545T","2542J",1.3
"2545V","2542J",1.5
"2542V","2542J",0.6
"2546S","2542J",2.3
"2542N","2542J",0.6
"2544C","2542J",1
"2543X","2542J",0.2
"2544V","2542J",0.8
"2546T","2542J",2.6
"2544P","2542J",1.1
"2545S","2542J",1.4
"2545D","2542J",1.1
"2545K","2542J",1.4
"2542W","2542J",0.6
"2546E","2542J",2.3
"2544M","2542J",0.5
"2546B","2542K",2.6
"2545G","2542K",1.7
"2545S","2542K",1.4
"2546S","2542K",2.4
"2546A","2542K",2.5
"2544R","2542K",1
"2545X","2542K",1.5
"2544X","2542K",1.4
"2545H","2542K",1.6
"2542P","2542K",0.4
"2545B","2542K",1.2
"2543A","2542K",0.8
"2542W","2542K",0.3
"2545C","2542K",2.2
"2544E","2542K",1.4
"2544B","2542K",1.7
"2542X","2542K",0.4
"2546X","2542K",2.9
"2544P","2542K",1.1
"2545L","2542K",1.4
"2542N","2542K",0.4
"2544A","2542K",1.8
"2545N","2542K",1.7
"2544J","2542K",1
"2546V","2542K",2.7
"2545J","2542K",1.7
"2542R","2542K",1
"2545A","2542K",1.8
"2544T","2542K",1
"2545D","2542K",1.1
"2544G","2542K",0.7
"2545V","2542K",1.6
"2544V","2542K",1
"2545E","2542K",1.9
"2543B","2542K",0.5
"2543T","2542K",0.4
"2546C","2542K",2.4
"2544D","2542K",1.6
"2543E","2542K",0.7
"2544N","2542K",1.3
"2543G","2542K",0.5
"2544M","2542K",0.9
"2545K","2542K",1.4
"2543C","2542K",0.5
"2546R","2542K",2.3
"2545W","2542K",1.7
"2546T","2542K",2.7
"2544H","2542K",1.1
"2544L","2542K",0.8
"2543X","2542K",0.5
"2543R","2542K",0.8
"2544C","2542K",1.3
"2543V","2542K",0.4
"2542V","2542K",0.2
"2542T","2542K",0.7
"2545P","2542K",1.8
"2544S","2542K",1
"2545R","2542K",1.5
"2543S","2542K",0.5
"2544K","2542K",0.9
"2542L","2542K",0.5
"2546E","2542K",2.5
"2544W","2542K",1.2
"2545T","2542K",1.3
"2546V","2542L",3.2
"2543V","2542L",0.8
"2543C","2542L",0.8
"2546X","2542L",3.3
"2542X","2542L",0.2
"2545K","2542L",1.9
"2546T","2542L",3.2
"2543G","2542L",0.5
"2546E","2542L",2.9
"2543R","2542L",1.2
"2545R","2542L",1.9
"2545G","2542L",2.1
"2544J","2542L",1.5
"2544C","2542L",1.7
"2545B","2542L",1.6
"2544D","2542L",2
"2544S","2542L",1.3
"2544P","2542L",0.8
"2543S","2542L",0.9
"2543E","2542L",0.8
"2545E","2542L",2.4
"2544M","2542L",1.1
"2546A","2542L",3
"2543T","2542L",0.9
"2544B","2542L",2.2
"2542T","2542L",1
"2545L","2542L",1.9
"2545C","2542L",2.7
"2544T","2542L",1.4
"2542R","2542L",1.3
"2546S","2542L",2.9
"2542N","2542L",0.2
"2543X","2542L",0.8
"2544W","2542L",1.7
"2545T","2542L",1.8
"2544X","2542L",1.8
"2545D","2542L",1.5
"2544H","2542L",1.5
"2545W","2542L",2.2
"2546R","2542L",2.8
"2545J","2542L",2.2
"2545A","2542L",2.3
"2545N","2542L",2.1
"2542P","2542L",0.5
"2545H","2542L",1.9
"2546C","2542L",2.8
"2544G","2542L",1.2
"2546B","2542L",3.1
"2545P","2542L",2.2
"2543A","2542L",1.3
"2544K","2542L",1.4
"2543B","2542L",1
"2544N","2542L",1.2
"2544V","2542L",1.5
"2544E","2542L",1.8
"2544R","2542L",1.2
"2545S","2542L",1.8
"2544A","2542L",2.2
"2545V","2542L",2
"2545X","2542L",2
"2542V","2542L",0.6
"2544L","2542L",0.8
"2542W","2542L",0.2
"2545W","2542N",2.1
"2544L","2542N",0.6
"2545N","2542N",2.1
"2542T","2542N",1.1
"2545P","2542N",2.2
"2544E","2542N",1.6
"2542W","2542N",0.2
"2546S","2542N",2.9
"2545D","2542N",1.5
"2544J","2542N",1.3
"2546E","2542N",2.9
"2544C","2542N",1.6
"2545L","2542N",1.9
"2546R","2542N",2.7
"2545T","2542N",1.7
"2545C","2542N",2.6
"2544B","2542N",2.1
"2545B","2542N",1.6
"2543C","2542N",0.6
"2546T","2542N",3.1
"2542V","2542N",0.6
"2544K","2542N",1.2
"2546V","2542N",3.1
"2545E","2542N",2.3
"2544D","2542N",1.9
"2543S","2542N",0.9
"2543A","2542N",1.2
"2545V","2542N",2
"2543R","2542N",1.2
"2544R","2542N",1
"2546B","2542N",3.1
"2544G","2542N",1
"2544P","2542N",0.7
"2545A","2542N",2.2
"2545K","2542N",1.8
"2544H","2542N",1.4
"2545G","2542N",2.1
"2545X","2542N",2
"2546C","2542N",2.8
"2542R","2542N",1.4
"2546A","2542N",3
"2545J","2542N",2.1
"2544S","2542N",1.1
"2544T","2542N",1.2
"2544A","2542N",2.2
"2546X","2542N",3.3
"2545R","2542N",1.9
"2544M","2542N",0.9
"2544N","2542N",1
"2545H","2542N",2
"2543G","2542N",0.3
"2543B","2542N",0.9
"2543T","2542N",0.8
"2543X","2542N",0.6
"2542X","2542N",0
"2542P","2542N",0.6
"2544X","2542N",1.7
"2543V","2542N",0.7
"2543E","2542N",0.6
"2544V","2542N",1.4
"2545S","2542N",1.8
"2544W","2542N",1.5
"2545D","2542P",1.1
"2544S","2542P",1.4
"2545N","2542P",1.6
"2544J","2542P",1.3
"2544V","2542P",1.3
"2542X","2542P",0.6
"2544D","2542P",1.9
"2546S","2542P",2.5
"2543G","2542P",0.8
"2545S","2542P",1.4
"2543A","2542P",0.9
"2545G","2542P",1.6
"2546A","2542P",2.5
"2545T","2542P",1.3
"2543T","2542P",0.6
"2544E","2542P",1.7
"2545P","2542P",1.7
"2545H","2542P",1.4
"2544P","2542P",1.3
"2544G","2542P",1
"2546C","2542P",2.4
"2546R","2542P",2.4
"2544A","2542P",1.9
"2546E","2542P",2.5
"2545K","2542P",1.4
"2543E","2542P",1
"2543S","2542P",0.6
"2543B","2542P",0.8
"2542R","2542P",0.8
"2544K","2542P",1.2
"2544R","2542P",1.3
"2545E","2542P",2.1
"2545B","2542P",1.1
"2543X","2542P",0.9
"2544T","2542P",1.3
"2546T","2542P",2.7
"2545J","2542P",1.7
"2545L","2542P",1.4
"2544N","2542P",1.6
"2542W","2542P",0.4
"2545R","2542P",1.4
"2545W","2542P",1.7
"2546V","2542P",2.8
"2543R","2542P",0.8
"2545A","2542P",2
"2544C","2542P",1.6
"2543V","2542P",0.7
"2544W","2542P",1.4
"2544L","2542P",1.1
"2542V","2542P",0.2
"2544H","2542P",1.3
"2546B","2542P",2.7
"2545V","2542P",1.6
"2545X","2542P",1.6
"2546X","2542P",2.9
"2542T","2542P",0.5
"2544M","2542P",1.2
"2545C","2542P",2.3
"2544X","2542P",1.6
"2544B","2542P",1.8
"2543C","2542P",0.9
"2545S","2542R",1.1
"2546B","2542R",2.3
"2545R","2542R",1
"2544J","2542R",1.5
"2545X","2542R",1.5
"2544W","2542R",1.7
"2543G","2542R",1.5
"2543X","2542R",1.6
"2544V","2542R",1.5
"2543R","2542R",0.9
"2545A","2542R",1.9
"2545C","2542R",2.2
"2544D","2542R",2.2
"2543V","2542R",1.2
"2545W","2542R",1.5
"2543S","2542R",0.9
